t,O,R,I,S,demand
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0021491928006621315,0.0
2,1.0062114005822616e-05,0.0,0.0,0.008060595597446507,0.0
3,0.0,0.0,0.0,0.008060595597446507,0.0
4,0.0012409157591437578,0.0003468109933795205,0.0,0.011219300661203805,0.0007032348804499098
5,0.0,0.0016124360289427875,0.0,0.011219300661203805,0.014767932489451395
6,0.003988798655713464,0.0038948052607620243,0.0,0.015087302108366984,0.02883263009845288
7,0.005426887334147646,0.023413753294699524,0.0,0.016418057436669072,0.04289732770745404
8,0.0041964317782118175,0.01662093949149257,0.0,0.016418057436669072,0.05696202531645552
9,0.005071596063000811,0.019903151198965907,0.0,0.017227902860381544,0.071026722925457
10,0.0048459999801674985,0.035548506748755315,0.0,0.017227902860381544,0.08509142053445849
11,0.004880655962091525,0.0399408600472021,0.0,0.017259972254497873,0.09915611814345998
12,0.0048703446978875745,0.057953127382351255,0.1018533695085206,0.017259972254497873,0.11322081575246114
13,0.0073521641697752846,0.0814086068810882,0.19696047723700033,0.019556558366068184,0.12728551336146263
14,0.0057890342778596495,0.1092950202073012,0.05475847389892676,0.019556558366068184,0.1413502109704641
15,0.003905369842980963,0.10341945704378652,0.0627517297099124,0.019556558366068184,0.15541490857946558
16,0.0016385871884071566,0.11676254562392141,0.027203996419638943,0.019556558366068184,0.16947960618846675
17,0.0021592778671516676,0.10702095689906765,0.0,0.020038386716104944,0.18354430379746822
18,0.0030745648022092844,0.11833157091258806,0.0,0.02088536019139815,0.19760900140646973
19,0.0017595278022140529,0.11508330551833468,0.0,0.02088536019139815,0.2116736990154712
20,0.00428273813857423,0.1348305366369561,0.0,0.023220247914173507,0.22573839662447268
21,0.00559757325569693,0.14334076622339753,0.0,0.024436948847981612,0.23980309423347385
22,0.005199956479248743,0.14079696738733505,0.0,0.024436948847981612,0.2538677918424753
23,0.009387619414262088,0.14259310402750958,0.006825621071644565,0.0283120608959882,0.2679324894514768
24,0.010158338451044671,0.12965796960939513,0.4487157183422128,0.029025256459101187,0.281997187060478
25,0.012072543492743512,0.12559851544631517,0.6547294252998128,0.03079659267563899,0.29606188466947947
26,0.01180843829361185,0.1536313142200092,0.7831784536771805,0.03079659267563899,0.31012658227848094
27,0.11477134315219681,0.16060276360700432,0.8100795967575649,0.12607474645904204,0.3241912798874824
28,0.12263796034868979,0.1878694923651082,0.3147498996014057,0.13335422991992585,0.3382559774964839
29,0.13443953019113808,0.20380627324865164,0.4243000079542085,0.14427497645362863,0.35232067510548537
30,0.13513864225709185,0.20351160420497028,0.6405181236552249,0.14492190951193018,0.36638537271448657
31,0.23638269215782362,0.21258938482393808,0.7055725051847854,0.2386094969915695,0.38045007032348804
32,0.25043490543412483,0.21409149895309387,0.644251814522091,0.25161290767987016,0.3945147679324895
33,0.2598328757119489,0.22208327014469353,0.7077506949949353,0.260309449979373,0.40857946554149066
34,0.2673396384220961,0.2470778377822409,0.7352920721568642,0.26725593709427387,0.42264416315049214
35,0.2731600821808452,0.2564848910250521,0.7277725404344988,0.2726419655507884,0.43670886075949367
36,0.2827761167117265,0.2742209369611017,0.6964277643928042,0.2815402966349608,0.45077355836849514
37,0.3839247197738329,0.2845215065102501,0.7989554190770828,0.3751395610570758,0.4648382559774966
38,0.38545738541341984,0.2972625627598663,0.8243627954711982,0.3765578344897035,0.4789029535864981
39,0.39088682658810137,0.30519588318546365,0.7924232823732259,0.38158204327547685,0.49296765119549923
40,0.4838234172582269,0.32976689959238814,0.7286823033434109,0.46758220799630634,0.5070323488045008
41,0.4898392927531977,0.34547891862072055,0.6294209440398255,0.47314908192375504,0.5210970464135022
42,0.4964401953367209,0.3474278938432446,0.6104869836991106,0.47925731879145006,0.5351617440225034
43,0.5888056994271736,0.36314004781262843,0.5674107580594535,0.5647290206155068,0.5492264416315049
44,0.5982536648110455,0.35816787148438145,0.6577124137597177,0.5734718265806374,0.5632911392405063
45,0.6008476856668366,0.3535863923333703,0.6938035082442366,0.5758722398008633,0.5773558368495079
46,0.6075710496355013,0.3621481686883725,0.8480577546997033,0.5820937980118331,0.5914205344585093
47,0.6150522734957395,0.3677215645070958,0.8191079979002077,0.5890166523973308,0.6054852320675105
48,0.6212914474502478,0.361115031067741,0.9023932531014883,0.5947901586550991,0.619549929676512
49,0.6238273579543706,0.3888488217922498,0.9451841014832332,0.5971367986544718,0.6336146272855134
50,0.6295469913909895,0.41691519913566744,0.9352415551780684,0.602429540879522,0.647679324894515
51,0.6321594168918251,0.4409644842284509,0.9111137511048305,0.6048469850936122,0.661744022503516
52,0.645730520591046,0.4852115610519554,0.8373796250203239,0.6174051943539356,0.6758087201125176
53,0.6588763933505487,0.5068719808324978,0.5705430164618266,0.6295699102593116,0.6898734177215191
54,0.6738765590174036,0.5309220042879631,0.5133417604753807,0.6434505218557508,0.7039381153305205
55,0.694235009108701,0.5679773048683228,0.6792467871550888,0.6622894963510263,0.7180028129395221
56,0.7175313869874836,0.5705682171336207,0.8190496601858354,0.6838471231213616,0.7320675105485235
57,0.7334928887905218,0.6176216144625348,0.920511403271871,0.6986173204608079,0.7461322081575247
58,0.7456357472964422,0.6367422636450928,0.9585616044761512,0.7098538831984872,0.7601969057665262
59,0.7601301173797406,0.6526558247480142,0.9699203224434209,0.7232664498280592,0.7742616033755273
60,0.7768238578608397,0.6715746870383945,0.9617920709367235,0.7387142343963262,0.7883263009845288
61,0.7943965608310297,0.6831384761895358,0.9567535273119046,0.7549753791093993,0.8023909985935302
62,0.8208931261940949,0.7033690796682395,0.983714619241748,0.7794943438070394,0.8164556962025318
63,0.8324245083602598,0.7380238621412503,0.9876352080398263,0.7901650684225896,0.8305203938115333
64,0.854890248956651,0.7508030391582691,0.990181542268617,0.8109540534491957,0.8445850914205347
65,0.8691288491866245,0.7732881685717341,0.993639923160806,0.8241299398932999,0.8586497890295363
66,0.8776731818831673,0.8056862220807574,0.993424890137454,0.8320365568031072,0.8727144866385373
67,0.892768507584474,0.8209906294106272,0.9920090254741621,0.8460052260588458,0.8867791842475389
68,0.9034679810152862,0.8372947651086307,0.9963004640465125,0.8559061323740134,0.9008438818565401
69,0.9212255764010254,0.8604486790899136,1.0,0.8723383698512841,0.9149085794655415
70,0.9332477731135413,0.8958418709976879,1.0,0.8834632765228921,0.928973277074543
71,0.9476163617802936,0.9211103207975734,1.0,0.8967594495720264,0.9430379746835444
72,0.9634369950761402,0.9355705430795104,0.9999718272203777,0.9113992922822024,0.957102672292546
73,0.9703350265717348,0.9541279829073352,1.0,0.9177824815147002,0.9711673699015474
74,0.9797106475000866,0.9864389862404083,0.9938771244054475,0.9264583425333194,0.9852320675105486
75,0.9992145467733035,0.9995113835767179,0.9858248863252006,0.9445065465625456,0.9992967651195501
76,1.0,1.0,0.985626762352849,0.9590431475696076,1.0
77,1.0,1.0,0.9862014324749946,0.9710317461865444,1.0
78,1.0,1.0,0.9914714678095671,0.9849930925050787,1.0
79,1.0,1.0,0.9985854410462367,1.0,1.0
