id,t,O_raw_a,R_raw_a,I_raw_a,survie,energie_nette,integrite,persistance,repertoire,codification,densite_transmission,fidelite,demande_env
1,0,0.6496714153011233,0.6357787360348283,0.44055723412056325,0.9378494308322676,0.5938283805975998,0.8979548805610202,0.7100179602118325,0.34296335259770905,0.47256553383427397,0.785178602862951,0.7324821725025619,1.0608696219573486
1,1,0.5861735698828815,0.6560784526368234,0.5400624977046227,0.8538917337911187,0.4483955271782626,0.8647243578038939,0.6656475567099798,0.5804979128790929,0.7062314628722277,0.4909008779278069,0.7855481329284483,0.6618192416545402
1,2,0.6647688538100692,0.7083051243175277,0.6005243699718182,0.943480296005283,0.5096120776940983,0.8041741258944123,0.7097838002425827,0.6778556231994495,0.4031053731313197,0.39373898496343057,0.7207580079000039,0.8439515884296364
1,3,0.7523029856408026,0.7053802052034903,0.6046980593764741,0.9677818929402475,0.45377247112949576,0.7547144255606099,0.743463842322911,0.60784299659976,0.380121199002462,0.27294284110807593,0.769203847036096,0.4413454084257672
1,4,0.5765846625276664,0.46223306320429086,0.5549934528520756,0.9206717451611851,0.45655037725676845,0.8488756319529513,0.7039088056260563,0.6494071528708725,0.42758847167269515,0.22952904856160827,0.6106385333046215,0.5087127246363982
1,5,0.576586304305082,0.5062174960084878,0.6622849932347499,0.9938397906279033,0.46908278765313605,0.8275439769795225,0.7032473352963106,0.3864807367145809,0.35700070876119316,0.2623796085491765,0.821329370737294,0.7944812555760754
1,6,0.7579212815507391,0.651503526720866,0.49323795706174056,0.8613105400448213,0.5222133771633712,0.8626635254019414,0.6438406649754596,0.28672839998872346,0.5184005473992194,0.5400689976517226,0.8001205475362224,0.996823205707193
1,7,0.6767434729152908,0.6513785950912209,0.5857620514978706,0.8377672648344292,0.45212513783365227,0.8444620261177379,0.6469679265959241,0.725200047793323,0.7437017687704341,0.5763087534844901,0.718291136893181,0.771122669757132
1,8,0.5530525614065047,0.6515047686306048,0.6120295631711898,0.811063987554786,0.6255756125573521,0.8734686900723535,0.5877915782560245,0.45159802417367967,0.5484618909674044,0.26282139469518,0.8659245668432406,0.637388393895369
1,9,0.6542560043585964,0.9852731490654721,0.6514438834058749,0.9748022155744591,0.4105392697780496,0.7625335351907603,0.8399661394549551,0.4623750475317429,0.46214697468105687,0.6342557471114173,0.8937570137626559,0.6998582810846707
1,10,0.5536582307187538,0.6570890510693167,0.671161487808889,0.9327182828177029,0.4813128355838641,0.8922175845944028,0.6004909411686972,0.6992291212773587,0.45622830966266836,0.42754084224748407,0.6392440135631026,0.44991845320605645
1,11,0.5534270246429743,0.7135565640180599,0.48753579081621307,0.8972207664544772,0.4560268941725825,0.813831972328468,0.6445675841763274,0.583434501410099,0.26552137869550146,0.5220189517978324,0.7237275221433787,0.8209030652710734
1,12,0.6241962271566034,0.6954001763493203,0.44658858292643777,0.913998431315991,0.6446977884353733,0.9452682610837686,0.6425274187544642,0.5683831658122411,0.6324664665720738,0.7418330942383137,0.7230857650212702,0.8764666124646818
1,13,0.4086719755342202,0.6651391251305798,0.7277676821898509,0.8437255476350812,0.5196554776511575,0.7517568527337303,0.7715939501555553,0.8247503517351626,0.4883244204480797,0.6345258973798298,0.7060096898891136,0.6095819334333838
1,14,0.42750821674869666,0.5684730755359654,0.6332314011979592,1.0,0.6031844539468635,0.9215174662215675,0.6764040257366377,0.40347226544297854,0.47292801296140613,0.4597204028141252,0.8829474841931749,0.6059915704480996
1,15,0.5437712470759027,0.6758969220493267,0.5251513463443446,0.9064610590987614,0.3514439626963028,0.8138537548423854,0.7998193658138987,0.6391760192121856,0.9789661351767291,0.3663211661877069,0.7806173861227197,0.7531756459304096
1,16,0.4987168879665576,0.5227174785462427,0.7551151975522523,0.9054697397302447,0.5267050265869259,0.7544007397469886,0.6461207500604905,0.5085519687345627,0.5448129362548529,0.17722768980060427,0.773548515868939,0.6126560527918808
1,17,0.6314247332595274,0.5763181393259991,0.6115674634292858,0.9362883311949346,0.5889630795623437,0.7661279916161975,0.7223195329779041,0.5402888418294886,0.38723134248572233,0.392127002113637,0.5996137635593247,0.6867734770748355
1,18,0.5091975924478789,0.5514636452170896,0.7179297184063826,0.9240504615868357,0.5082283989275425,0.7775756884263977,0.6331722357392193,0.7292702639618798,0.4360463605691685,0.46833046417584584,0.8635418030209226,1.119944357833303
1,19,0.45876962986647085,0.6081874139386322,0.6067518481410109,0.9111942012139566,0.6065480375065351,0.8296916162481341,0.871611930221871,0.5761753634434436,0.6722668563795132,0.35192307092732245,0.6760741605146527,0.6505948598508007
1,20,0.7465648768921553,0.8314658566673508,0.8060747924881987,0.8604762772277345,0.4482711549899628,0.8365984841624851,0.6049921264776389,0.580744411857445,0.5169905615806647,0.4803114549361543,0.8059932630266329,0.6283319695957555
1,21,0.5774223699513464,0.41327348074082515,0.7755340842443205,0.9235734178567998,0.640934744018558,0.7598409997242995,0.7247856568181622,0.6608761005964703,0.284258303252395,0.5115277824438152,0.8277376937958192,0.5704916388729682
1,22,0.6067528204687923,0.6686260190374513,0.5751035851520926,0.9941012248237517,0.7298898123619251,0.7982951785417313,0.7507021504745678,0.4452570905685672,0.6378843401862805,0.4662716027287882,0.9360658595838651,0.8488383942999873
1,23,0.4575251813786543,0.4387284128810348,0.6971570950954356,0.9672710023077489,0.4637161439560341,0.9499589251028305,0.7331039277961198,0.37411854989914906,0.39977838716915093,0.40249961287648106,0.6691179600880888,0.6637551653563794
1,24,0.5455617275474817,0.5528068134210566,0.6645375949585147,0.9796593313319699,0.4554497478599228,0.9209280219070498,0.6851769872897833,0.34327862089684497,0.7809946664326318,0.5252982007950091,0.4980487844179175,0.5701253923357148
1,25,0.6110922589709866,0.7088950596967366,0.7368631557532348,0.8744392161784408,0.6453384477117701,0.8305426568771823,0.6896143440213258,0.20504651159359977,0.6620072098571973,0.5662910974354114,0.8183849544753695,0.9642608064546023
1,26,0.4849006422577697,0.6064280019095463,0.5035076539419895,0.850519758987071,0.6579572145730712,0.8026602434717741,0.7035049177583287,0.8084310694910484,0.4329017156511873,0.3364401383835731,0.9800511181510854,0.9839206009027275
1,27,0.6375698018345671,0.4922255222070694,0.6686051459998439,0.8937106539950176,0.44771399728467315,0.8084021928702784,0.6882398398697208,0.3345187451417475,0.692152454260267,0.7116398569619405,0.9238946352939438,0.5799152868522589
1,28,0.5399361310081194,0.5284696290740032,0.7058424486849588,0.9027862456144348,0.4579813182904143,0.8429462580911292,0.7771103293435927,0.4668119564621342,0.5101783265791104,0.4852117801573607,0.8209659415274626,0.3266920097278767
1,29,0.5708306250206723,0.6679597748934676,0.42412605135768855,0.9547095759235474,0.4718215391139493,0.7284045204361116,0.876841840127308,0.4584780050166619,0.6279160512683329,0.5028274434417271,0.7508363814367953,0.9015027379673843
1,30,0.5398293387770603,0.5269633368282863,0.48167414873342246,0.815376768514259,0.36555494889657225,0.7819836423803659,0.6554006571993732,0.5461110046713651,0.5727099225941712,0.6062321634884835,0.8807122596637311,0.5630740348479991
1,31,0.7852278184508937,0.6216458589581975,0.3960767822239899,0.9764775159730307,0.4081348053515802,0.6831991148285688,0.5904157616336737,0.6223605818808945,0.373046501751369,0.5349824196895252,0.7026453800295531,0.8581251198325537
