id,length,entropy,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,t
A/Swine/Binh_Duong/03_08/2010,562,4.1958593514845814,0.051601423487544484,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.03914590747330961,0.07829181494661921,0.019572953736654804,0.08896797153024912,0.06583629893238434,0.07473309608540925,0.019572953736654804,0.08185053380782918,0.03558718861209965,0.042704626334519574,0.042704626334519574,0.07295373665480427,0.05693950177935943,0.042704626334519574,0.019572953736654804,0.037366548042704624,0
A/Swine/Binh_Duong/03_10/2010,562,4.194796486952131,0.05338078291814947,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.03914590747330961,0.07829181494661921,0.019572953736654804,0.08896797153024912,0.06583629893238434,0.07473309608540925,0.019572953736654804,0.08185053380782918,0.033807829181494664,0.042704626334519574,0.042704626334519574,0.07295373665480427,0.05693950177935943,0.042704626334519574,0.019572953736654804,0.037366548042704624,1
A/Swine/HK/2503/2011,562,4.1931642389185155,0.05516014234875445,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.03914590747330961,0.07651245551601424,0.017793594306049824,0.08896797153024912,0.06583629893238434,0.07473309608540925,0.019572953736654804,0.0800711743772242,0.033807829181494664,0.04448398576512456,0.04092526690391459,0.07473309608540925,0.05871886120996441,0.04092526690391459,0.019572953736654804,0.03914590747330961,2
A/Swine/HK_NS2439/2011,562,4.195600898022045,0.05693950177935943,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.03914590747330961,0.07651245551601424,0.019572953736654804,0.08896797153024912,0.06583629893238434,0.07473309608540925,0.019572953736654804,0.0800711743772242,0.033807829181494664,0.04448398576512456,0.03914590747330961,0.07295373665480427,0.05871886120996441,0.042704626334519574,0.019572953736654804,0.037366548042704624,3
A/Swine/GX_NS2783/2010,562,4.197619772927069,0.05693950177935943,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.03914590747330961,0.07651245551601424,0.017793594306049824,0.08718861209964412,0.06583629893238434,0.07473309608540925,0.021352313167259787,0.0800711743772242,0.033807829181494664,0.04448398576512456,0.04092526690391459,0.07295373665480427,0.05871886120996441,0.04092526690391459,0.019572953736654804,0.03914590747330961,4
A/Swine/GD/3767/2011,562,4.20016288696347,0.05693950177935943,0.03202846975088968,0.051601423487544484,0.04804270462633452,0.03914590747330961,0.07651245551601424,0.017793594306049824,0.08540925266903915,0.06405693950177936,0.07651245551601424,0.021352313167259787,0.08362989323843416,0.033807829181494664,0.04448398576512456,0.042704626334519574,0.06761565836298933,0.05693950177935943,0.042704626334519574,0.019572953736654804,0.03914590747330961,5
A/Swine/GX/2242/2011,562,4.199706703511791,0.05516014234875445,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.03914590747330961,0.07829181494661921,0.017793594306049824,0.08362989323843416,0.06405693950177936,0.07651245551601424,0.021352313167259787,0.08362989323843416,0.033807829181494664,0.04448398576512456,0.042704626334519574,0.06761565836298933,0.060498220640569395,0.042704626334519574,0.019572953736654804,0.03914590747330961,6
A/Swine/GX/2803/2011,562,4.197572943299635,0.05693950177935943,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.04092526690391459,0.07829181494661921,0.017793594306049824,0.08540925266903915,0.06583629893238434,0.07473309608540925,0.019572953736654804,0.0800711743772242,0.033807829181494664,0.04448398576512456,0.04092526690391459,0.0711743772241993,0.05871886120996441,0.042704626334519574,0.019572953736654804,0.03914590747330961,7
A/Swine/GX_NS3106/2011,562,4.200207182992074,0.05693950177935943,0.03202846975088968,0.051601423487544484,0.04804270462633452,0.04092526690391459,0.07829181494661921,0.017793594306049824,0.08540925266903915,0.06405693950177936,0.07473309608540925,0.019572953736654804,0.0800711743772242,0.03558718861209965,0.04448398576512456,0.04092526690391459,0.0693950177935943,0.05871886120996441,0.042704626334519574,0.019572953736654804,0.03914590747330961,8
A/Swine/GX_NS3108/2011,562,4.197572943299635,0.05693950177935943,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.04092526690391459,0.07829181494661921,0.017793594306049824,0.08540925266903915,0.06583629893238434,0.07473309608540925,0.019572953736654804,0.0800711743772242,0.033807829181494664,0.04448398576512456,0.04092526690391459,0.0711743772241993,0.05871886120996441,0.042704626334519574,0.019572953736654804,0.03914590747330961,9
A/Swine/HK_NS2810/2011,562,4.200622096506015,0.05693950177935943,0.03202846975088968,0.05338078291814947,0.04448398576512456,0.03914590747330961,0.07829181494661921,0.017793594306049824,0.08540925266903915,0.06405693950177936,0.07651245551601424,0.023131672597864767,0.08185053380782918,0.033807829181494664,0.04448398576512456,0.042704626334519574,0.0693950177935943,0.05693950177935943,0.04092526690391459,0.019572953736654804,0.03914590747330961,10
A/Swine/HK/2857/2011,562,4.198335499363711,0.05693950177935943,0.03202846975088968,0.05338078291814947,0.046263345195729534,0.03914590747330961,0.07829181494661921,0.019572953736654804,0.08718861209964412,0.06583629893238434,0.07473309608540925,0.019572953736654804,0.0800711743772242,0.033807829181494664,0.04448398576512456,0.04092526690391459,0.0711743772241993,0.05516014234875445,0.04448398576512456,0.019572953736654804,0.037366548042704624,11
A/Swine/HK/3238/2011,562,4.19708129636331,0.05693950177935943,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.037366548042704624,0.07829181494661921,0.017793594306049824,0.08540925266903915,0.06405693950177936,0.07829181494661921,0.021352313167259787,0.08362989323843416,0.033807829181494664,0.04448398576512456,0.042704626334519574,0.06761565836298933,0.05693950177935943,0.042704626334519574,0.019572953736654804,0.03914590747330961,12
A/Swine/HK/3700/2011,562,4.199548529749309,0.05693950177935943,0.03202846975088968,0.05338078291814947,0.046263345195729534,0.03914590747330961,0.07651245551601424,0.017793594306049824,0.08718861209964412,0.06405693950177936,0.07473309608540925,0.021352313167259787,0.08362989323843416,0.033807829181494664,0.04448398576512456,0.042704626334519574,0.06761565836298933,0.05693950177935943,0.042704626334519574,0.019572953736654804,0.03914590747330961,13
A/Swine/HK/168/2012,562,4.196609312166193,0.05693950177935943,0.03202846975088968,0.051601423487544484,0.046263345195729534,0.03914590747330961,0.07829181494661921,0.017793594306049824,0.08718861209964412,0.06405693950177936,0.07473309608540925,0.019572953736654804,0.08362989323843416,0.033807829181494664,0.04448398576512456,0.042704626334519574,0.06761565836298933,0.05693950177935943,0.04448398576512456,0.019572953736654804,0.03914590747330961,14
A/Swine/HK/459/2012,562,4.203758639617268,0.05693950177935943,0.03202846975088968,0.05338078291814947,0.046263345195729534,0.03914590747330961,0.07829181494661921,0.017793594306049824,0.08362989323843416,0.06405693950177936,0.07473309608540925,0.021352313167259787,0.08185053380782918,0.03558718861209965,0.04448398576512456,0.042704626334519574,0.06761565836298933,0.05693950177935943,0.04448398576512456,0.019572953736654804,0.03914590747330961,15
