timestamp,O,R,I,demand,S
2015-02-26 21:42:53,3.988984046564274,-0.0,,3.988984046564274,0.0
2015-02-26 21:47:53,4.081685658229955,-0.04635080583284079,0.04635080583284079,4.081685658229955,0.04635080583284079
2015-02-26 21:52:53,4.025131440629353,0.04635080583284079,0.04635080583284079,4.025131440629353,0.04635080583284079
2015-02-26 21:57:53,3.991803654999671,0.016663892814840597,0.04635080583284079,3.991803654999671,0.04635080583284079
2015-02-26 22:02:53,3.820541767185567,0.1545979949992633,0.04635080583284079,3.820541767185567,0.04635080583284079
2015-02-26 22:07:53,3.713460444379296,0.1056715185885726,0.04635080583284079,3.713460444379296,0.04635080583284079
2015-02-26 22:12:53,3.5958763463102774,0.11617429385132017,0.0760111622107067,3.5958763463102774,0.04635080583284079
2015-02-26 22:17:53,3.594331670328507,-0.08267646370758275,0.08267646370758275,3.594331670328507,0.04635080583284079
2015-02-26 22:22:53,3.548078576997333,-0.03796804635817974,0.06451363477021177,3.548078576997333,0.04635080583284079
2015-02-26 22:27:53,3.5621586647089933,-0.06762074911479621,0.06762074911479621,3.5621586647089933,0.04635080583284079
2015-02-26 22:32:53,3.5379475920994783,-0.029329588793620243,0.0569857774738185,3.5379475920994783,0.04635080583284079
2015-02-26 22:37:53,3.536982003142535,-0.0578264600775662,0.0578264600775662,3.536982003142535,0.04635080583284079
2015-02-26 22:42:53,3.5338369758106314,-0.05564702170260549,0.056736740890085846,3.5338369758106314,0.04635080583284079
2015-02-26 22:47:53,3.497443838176276,0.03562079964347031,0.05564702170260549,3.497443838176276,0.04635080583284079
2015-02-26 22:52:53,3.4677209261813817,0.0289505740040088,0.05099891376772314,3.4677209261813817,0.04635080583284079
2015-02-26 22:57:53,3.448699371849633,0.002935051521991916,0.04635080583284079,3.448699371849633,0.04635080583284079
2015-02-26 23:02:53,3.506461636896295,-0.0738487678564188,0.05099891376772314,3.506461636896295,0.04635080583284079
2015-02-26 23:07:53,3.5550571606750965,-0.05214627579574982,0.05214627579574982,3.5550571606750965,0.04635080583284079
2015-02-26 23:12:53,3.6215994686932445,-0.06299155600119954,0.053896648749177656,3.6215994686932445,0.1057916098170919
2015-02-26 23:17:53,3.632437229380594,0.005248742122407002,0.05214627579574982,3.632437229380594,0.159983671678936
2015-02-26 23:22:53,3.6358390622572823,0.012684669933068715,0.049248540814295305,3.6358390622572823,0.2014910636077114
2015-02-26 23:27:53,3.629342267134806,0.007269133113361637,0.04635080583284079,3.629342267134806,0.23572932242312516
