t,O,R,I,Cap,demand,Sigma,Sigma_symbolic,S,V,C,intervention,delta_C,threshold_value,threshold_hit,cap_scale_used,demand_to_cap_ratio,S_is_observed,step
0,0.7877895038026739,0.5487174358165333,0.01,4.322738364897823,4.060443010546419,0.0,0.0,0.0,1.0,1899.5237686668688,real,0.0,-0.07560000000000006,0,1000.0,0.9,True,0
1,0.7609907641168256,0.644067857040531,0.99,485.22839376563655,3.92231632223234,0.0,0.0,0.0,1.0,1899.4037686668687,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,1
2,0.7676542555647725,0.4533670145925356,0.99,344.54882690380964,3.9566614450666098,0.0,0.0,0.0,1.0,1899.2837686668688,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,2
3,0.7782148101065789,0.5111427835857052,0.99,393.80109542284276,4.011092901273867,0.0,0.0,0.0,1.0,1899.1637686668687,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,3
4,0.7988659092434869,0.4393380876334877,0.99,347.4624986341947,4.117533277473094,0.0,0.0,0.0,1.0,1899.0437686668688,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,4
5,0.816211784078604,0.4593504769551951,0.99,371.17799958982783,4.206937789587165,0.0,0.0,0.0,1.0,1898.9237686668687,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,5
6,0.8243291739794841,0.5250207238439684,0.9621849038068602,416.423907923298,4.248776629693323,0.0,0.0,0.0,1.0,1898.8037686668688,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,6
7,0.8298722056786442,0.5486830726215757,0.9243698076137207,420.89961951335073,4.277346652791433,0.0,0.0,0.0,1.0,1898.6837686668687,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,7
8,0.8251963499146475,0.6214010612639407,0.818932216528146,419.93033206913674,4.253246248097543,0.0,0.0,0.0,1.0,1898.5637686668688,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,8
9,0.8248250089305273,0.6130768620713861,0.7134946254425715,360.80076718207454,4.251332273747514,0.0,0.0,0.0,1.0,1898.4437686668687,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,9
10,0.8234678693670247,0.6200918419464122,0.7052204438016512,360.10368834140775,4.244337273397344,0.0,0.0,0.0,1.0,1898.3237686668688,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,10
11,0.8215729364533121,0.5812769311670805,0.6969462621607305,332.8346293588628,4.234570366034656,0.0,0.0,0.0,1.0,1898.2037686668687,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,11
