t,O,R,I,Cap,demand,Sigma,Sigma_symbolic,S,V,C,intervention,delta_C,threshold_value,threshold_hit,cap_scale_used,demand_to_cap_ratio,S_is_observed,step
0,0.7996583686452781,0.5274586757897042,0.01,4.217867442097935,3.988984046564274,0.0,0.0,0.0,1.0,1899.7349973908465,real,0.0,-0.07560000000000006,0,1000.0,0.9,True,0
1,0.8182419525077441,0.46036507308705465,0.46784824241757533,176.23376204775653,4.081685658229955,0.0,0.0,0.0,1.0,1899.6149973908464,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,1
2,0.806904716545254,0.5945522784923536,0.46784824241757533,224.44880841553706,4.025131440629353,0.0,0.0,0.0,1.0,1899.4949973908465,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,2
3,0.8002236061732672,0.5515799523006355,0.46784824241757533,206.50227183937722,3.991803654999671,0.0,0.0,0.0,1.0,1899.3749973908464,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,3
4,0.7658913049602569,0.7512419794179998,0.46784824241757533,269.1857028653871,3.820541767185567,0.0,0.0,0.0,1.0,1899.2549973908465,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,4
5,0.7444250682172463,0.6804200484729807,0.46784824241757533,236.97530627355232,3.713460444379296,0.0,0.0,0.0,1.0,1899.1349973908464,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,5
6,0.7208533750385073,0.6956229994916816,0.9023568432370881,452.47978887126516,3.5958763463102774,0.0,0.0,0.0,1.0,1899.0149973908465,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,6
7,0.720543718980411,0.4077830475199073,0.99,290.8872584611881,3.594331670328507,0.0,0.0,0.0,1.0,1898.8949973908464,real,-0.12,-0.07560000000000006,0,1000.0,0.9,True,7
8,0.7112715151494979,0.4724992641467121,0.7339241212087876,246.65374537216906,3.548078576997333,0.0,0.0,0.0,1.0,1898.7749973908465,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,8
9,0.7140941035174776,0.42957645790711546,0.779441710048655,239.09999225148334,3.5621586647089933,0.0,0.0,0.0,1.0,1898.6549973908463,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,9
10,0.7092405902920356,0.4850035826668791,0.623644976233116,214.52403523687937,3.5379475920994783,0.0,0.0,0.0,1.0,1898.5349973908465,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,10
11,0.7090470218843714,0.4437538627140289,0.6359605336469949,200.1001198710503,3.536982003142535,0.0,0.0,0.0,1.0,1898.4149973908463,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,11
12,0.7084165487122009,0.4469086379076227,0.6199967214322627,196.28939642457027,3.5338369758106314,0.0,0.0,0.0,1.0,1898.2949973908464,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,12
13,0.7011209374159769,0.579020406730234,0.6040329092175307,245.21521146675585,3.497443838176276,0.0,0.0,0.0,1.0,1898.1749973908463,real,-0.1200000000000001,-0.07560000000000006,0,1000.0,0.9,True,13
