date,excess_cum_per100k,excess_cum_low,excess_cum_high,covid_deaths_per100k,Code,Entity,excess_daily_per100k,excess_daily_rz,excess_cum_rz
2020-01-01,0.0,0.0,0.0,,MEX,Mexico,0.0,0.0,-9.649920462648009
2020-01-04,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-05,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-06,0.0,0.0,0.0,0.0,MEX,Mexico,0.0,0.0,-9.649920462648009
2020-01-07,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-08,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-09,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-10,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-11,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-12,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-13,0.0,0.0,0.0,0.0,MEX,Mexico,0.0,0.0,-9.649920462648009
2020-01-14,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-15,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-16,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-17,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-18,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-19,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-20,0.0,0.0,0.0,0.0,MEX,Mexico,0.0,0.0,-9.649920462648009
2020-01-21,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-22,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-23,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-24,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-25,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-26,,,,0.0,MEX,Mexico,0.0,0.0,
2020-01-27,-0.37720013,-0.37720013,-0.37720013,0.0,MEX,Mexico,0.0,0.0,-9.657086525297737
2020-01-28,,,,0.0,MEX,Mexico,0.0,0.0,
