timestamp,O,R,I,demand,S
2014-02-14 14:30:00,0.1239859797809912,-0.0,,0.1239859797809912,0.0
2014-02-14 14:35:00,0.12486859254327576,-0.0004413063811422868,0.0004413063811422868,0.12486859254327576,0.0004413063811422868
2014-02-14 14:40:00,0.1251627967973706,0.0001471021270474382,0.0002942042540948625,0.1251627967973706,0.0007355106352371354
2014-02-14 14:45:00,0.12530989892441805,-0.0,0.0001471021270474382,0.12530989892441805,0.001029714889331984
2014-02-14 14:50:00,0.1253981602006465,5.884085081894752e-05,0.00010297148893319286,0.1253981602006465,0.0012650782926078852
2014-02-14 14:55:00,0.12545700105146548,1.4710212704743819e-05,5.884085081894752e-05,0.12545700105146548,0.0014857314831790425
2014-02-14 15:00:00,0.12549903023062187,3.152188436733594e-05,4.518136759314173e-05,0.12549903023062187,0.0016748627893828638
2014-02-14 15:05:00,0.1255305521149892,1.2608753746895518e-05,3.152188436733594e-05,0.1255305521149892,0.0018513853418397896
2014-02-14 15:10:00,0.11868419362928513,0.0068022278475898396,4.518136759314173e-05,0.11868419362928513,0.0018513853418397896
2014-02-14 15:15:00,0.11921437224445575,-0.0006037296786943341,5.884085081894752e-05,0.11921437224445575,0.0018513853418397896
2014-02-14 15:20:00,0.11980862979546526,-0.0006678086145332357,0.00010297148893319286,0.11980862979546526,0.0018513853418397896
2014-02-14 15:25:00,0.11515068779114755,0.004510839877270301,0.0001471021270474382,0.11515068779114755,0.0018513853418397896
2014-02-14 15:30:00,0.11515068779114755,-0.0001471021270474382,0.0001471021270474382,0.11515068779114755,0.0018513853418397896
2014-02-14 15:35:00,0.12000365702510218,-0.005294275615096919,0.0001471021270474382,0.12000365702510218,0.0018513853418397896
2014-02-14 15:40:00,0.11500670162780574,0.00455564901615417,0.0002942042540948625,0.11500670162780574,0.0018513853418397896
2014-02-14 15:45:00,0.11500670162780573,-0.0019911613779445003,0.0004413063811422868,0.11500670162780573,0.0018513853418397896
2014-02-14 15:50:00,0.1148595995007583,-0.001844059250897076,0.0005225180299183105,0.1148595995007583,0.0018513853418397896
2014-02-14 15:55:00,0.1148595995007583,-9.751361481846743e-05,0.0004413063811422868,0.1148595995007583,0.0018513853418397896
2014-02-14 16:00:00,0.11485959950075832,-9.751361481846743e-05,0.0002942042540948625,0.11485959950075832,0.0018513853418397896
2014-02-14 16:05:00,0.11500644241687491,-0.00044397169162135874,0.0004413063811422868,0.11500644241687491,0.0018513853418397896
2014-02-14 16:10:00,0.12001249691998646,-0.004708925727606783,0.0004426390363818228,0.12001249691998646,0.002055252466360985
2014-02-14 16:15:00,0.12015959904703388,-4.958851222897076e-05,0.0004413063811422868,0.12015959904703388,0.002308708103111151
2014-02-14 16:20:00,0.12015959904703388,9.751361481846743e-05,0.0002942042540948625,0.12015959904703388,0.00246465012504285
2014-02-14 16:25:00,0.12015959904703388,4.4199474421302565e-06,0.0001471021270474382,0.12015959904703388,0.0026161721995324183
2014-02-14 16:30:00,0.1203067011740813,-0.00014268217960528018,0.0001471021270474382,0.1203067011740813,0.002910376453627267
2014-02-14 16:35:00,0.1154537319401267,0.00484854928651246,0.0001471021270474382,0.1154537319401267,0.002910376453627267
2014-02-14 16:40:00,0.11529753070726417,0.00015178128542039926,0.00014944170623391873,0.11529753070726417,0.002910376453627267
2014-02-14 16:45:00,0.11529753070726416,-9.751361481845355e-05,0.0001471021270474382,0.11529753070726416,0.002910376453627267
2014-02-14 16:50:00,0.1154446328343116,-0.00024461574186589174,0.00014944170623391873,0.1154446328343116,0.002910376453627267
2014-02-14 16:55:00,0.11544463283431157,-0.0002971287755047375,0.00015178128542039926,0.11544463283431157,0.002910376453627267
2014-02-14 17:00:00,0.11529753070726416,-0.00015002664845734093,0.0001509039669388701,0.11529753070726416,0.002910376453627267
